id,text,response,distress,role,stage,cancer_type,tone,length,channel,age_group,noisy
403,"I yelled at him so much last year, told him to get it together, that he was ruining everything.  Now they say his pancreas is failing. What if I made this happen?  What if my anger made him sick?",guilt,medium,adult child,diagnosis,pancreatic,messy,medium,personal journal,young adult,False
404,"Mom says it was just ""pneumonia"" rn but i cant stop thinking about what the dr said, guess ill buy more gummy worms for later tho :(",denial,high,spouse,bereavement,lung,formal,short,SMS,teen,True
405,We are focusing on making her comfortable now.,acceptance,low,parent of a sick child,palliative,ovarian,formal,short,personal journal,middle-aged,False
406,cant stop thinkin bout what they found rn... gonna need a lotta coffee for this one 😩😩,anxiety,medium,coworker,bereavement,colon,casual,short,online forum,elderly,True
407,"They say it's treatable but all I can think about is how our lives are supposed to be right now - vacations, grandkids, growing old together.  Instead, it's chemo and hospital visits.  I don't know if I can do this.",sadness,high,spouse,diagnosis,lymphoma,casual,medium,online forum,elderly,False
408,"It's just not fair.  Why did it have to be colon cancer? Of all things, that's what takes him away?  There are so many other diseases, ones people survive, but this... this stole him from us. He deserved better. I wish I could just scream.",anger,low,adult child,bereavement,colon,formal,long,personal journal,teen,False
409,This time I know it'll work. We got this.,hope,medium,adult child,relapse,lymphoma,messy,short,personal journal,young adult,False
410,All those years smoking...was it all for this?,guilt,high,neighbor,treatment,lung,formal,short,online forum,elderly,False
411,"rn finished chemo like forever ago, so it's cool.  Gonna focus on getting my driver's license next month! My aunt says colon cancer is a total bummer but hey, gotta move on.",denial,low,coworker,remission,colon,formal,medium,personal journal,teen,True
412,"It feels like yesterday we were making plans for summer, now I just wish I could hear her laugh again.  I keep thinking about all the things she wanted to do, and how much time was taken away.",acceptance,medium,close friend,bereavement,breast,messy,medium,online forum,young adult,False
413,"My head is spinning rn  everything feels so unreal  I can't even focus on my chem homework, I just keep thinking about her and it feels like my chest is going to explode.",anxiety,high,close friend,bereavement,breast,formal,medium,SMS,teen,True
414,"It's been so hard watching her get weaker these past few weeks.  All I can think about is how much she used to love gardening, and now she can barely get out of bed.",sadness,low,spouse,palliative,breast,casual,medium,online forum,elderly,False
415,"Melanoma freakin' SUCKS, rn even my fave video game can't cheer me up ugh  mom says pizza for dinner tho",anger,medium,coworker,remission,melanoma,messy,short,SMS,teen,True
416,"I don't know how we'll face this, but I have to believe there's a way through.",hope,high,spouse,diagnosis,leukemia,formal,short,online forum,elderly,False
417,"This whole thing is my fault. If I hadn't ignored that weird pain for so long, maybe it wouldn't have come back like this.",guilt,low,support-group member,relapse,pancreatic,messy,medium,online forum,young adult,False
418,"The doctor mentioned melanoma, but I'm sure there's been a mistake.",denial,medium,close friend,diagnosis,melanoma,formal,short,personal journal,middle-aged,False
419,the oncologist said no more chemo rn but my car broke down AGAIN and i just cant even,acceptance,high,spouse,remission,pancreatic,messy,short,online forum,young adult,True
420,"They finally called with the biopsy results and it's... ovarian cancer. I don't even know what to ask next. Just trying to take some deep breaths, but this feels like a lot to process.  Wish me luck.",anxiety,low,coworker,diagnosis,ovarian,messy,long,online forum,middle-aged,False
421,"rn i think ive been crying nonstop since mom told me, even forgot to feed mr whiskers :(",sadness,medium,adult child,diagnosis,breast,messy,short,personal journal,teen,True
422,"This melanoma just keeps spreading, it's like a freaking nightmare!  Rn I can barely sleep, even with that chamomile tea my sister got me. It's just not FAIR.  WHY HIM? 😠 😩",anger,high,nurse or carer,palliative,melanoma,messy,medium,online forum,middle-aged,True
423,"They say there are new treatments coming out all the time, and I'm staying positive that [name] will benefit from one. We just have to keep fighting.",hope,low,close friend,bereavement,lung,formal,medium,SMS,middle-aged,False
424,Maybe if I hadn't been so busy we could have caught it sooner.,guilt,medium,close friend,bereavement,brain,messy,short,SMS,elderly,False
425,"They say it's back again, but I just don't see how that can be possible.  I was doing so well; this has to be some kind of mistake. My life finally felt normal again.",denial,high,patient,relapse,brain,formal,medium,online forum,middle-aged,False
426,"rn trying out some new recipes since u never know how much longer we'll have good food, lol  sigh.",acceptance,low,spouse,treatment,melanoma,formal,short,online forum,young adult,True
427,"The scan results came back today, u kno how much I hate tuna salad rn?  I just don't know what to do anymore.",anxiety,medium,nurse or carer,relapse,colon,formal,short,personal journal,elderly,True
428,"cant stop crying rn, forgot to buy milk again.   lymphoma back with a vengeance 😥",sadness,high,parent of a sick child,relapse,lymphoma,casual,short,personal journal,middle-aged,True
429,This stupid cancer is ruining my life.,anger,low,patient,treatment,prostate,messy,short,SMS,teen,False
430,"I know this hasn't been easy, and you've been incredibly strong through it all. I'm so relieved to hear you're in remission. It's amazing what they can do now, and I truly believe you'll continue to get better every day. We have a lot of good times ahead of us!",hope,medium,close friend,remission,lymphoma,formal,long,SMS,teen,False
431,"It's all my fault, you know? I should have listened to Martha about those vitamins. Always pushing them on me... maybe if I had just tried harder to be healthier, this wouldn't be happening. What kind of person am I, letting this monster grow inside me while everyone else is strong and healthy?  I can barely get out of bed anymore, let alone face them.",guilt,high,close friend,palliative,leukemia,messy,long,online forum,elderly,False
432,"Just got my hair trimmed, rn thinkin it might be a good look for summer anyway.",denial,low,neighbor,treatment,melanoma,formal,short,online forum,elderly,True
433,"It's strange, I still have those moments of panic when I touch my scar, but most days I just...am.",acceptance,medium,support-group member,remission,breast,casual,short,personal journal,elderly,False
434,"My world just shattered, Doc says it's in my bones already and I can barely breathe.",anxiety,high,close friend,diagnosis,prostate,messy,short,SMS,elderly,False
435,"My father fought so bravely, but leukemia ultimately took him from us too soon.",sadness,low,adult child,bereavement,leukemia,formal,short,online forum,elderly,False
436,This whole thing is just so goddamn unfair!,anger,medium,nurse or carer,relapse,lung,messy,short,personal journal,young adult,False
437,Brain tumor. WTF rn. Need coffee like BAD. Gonna fight this thing tho.,hope,high,coworker,diagnosis,brain,messy,short,SMS,young adult,True
438,"Hey. Been thinking about you and wanted to say thanks for always being there. You were right about that checkup though...should've listened sooner. I feel like I messed up big time letting things go. Doc says everything looks good now, but it's hard not to wonder if this is all my fault somehow.",guilt,low,close friend,remission,pancreatic,messy,long,SMS,middle-aged,False
439,"My son's soccer practice got cancelled today, bummer.  Anyway, uhh they did some tests and it looks like I might have this prostate thing. The doctor seemed kinda serious but honestly, he always seems that way so idk. It'll probably be fine; they've gotten so good with these things now right? Gotta stay positive.  I just gotta focus on getting back to normal routine rn.",denial,medium,parent of a sick child,diagnosis,prostate,formal,long,online forum,young adult,True
440,"The doctor said it's back, and this time feels different.",acceptance,high,neighbor,relapse,lymphoma,casual,short,personal journal,middle-aged,False
441,"ugh this stupid leukemia just won't quit, docs said it's back again.  Been super tired lately too, gotta nap rn before picking up my little one from daycare.",anxiety,low,parent of a sick child,relapse,leukemia,casual,medium,online forum,teen,True
442,"still can't believe u r gone rn, wish i'd gotten that pizza with u last week  :(",sadness,medium,close friend,bereavement,brain,formal,short,SMS,young adult,True
443,"This remission is just a cruel joke, isn't it? Like they think throwing us a bone will make up for everything.",anger,high,parent of a sick child,remission,pancreatic,messy,short,personal journal,middle-aged,False
444,"Dad got diagnosed with pancreatic cancer rn.  Totally sucks, but we're gonna fight this thing. Doc says there are new treatments and stuff so I'm lookin' forward to seeing what they can do. My cat keeps trying to steal my socks, gotta love him lol.  I know everything will be okay.",hope,low,adult child,diagnosis,pancreatic,casual,long,personal journal,young adult,True
445,"Been makin sure he eats right but rn i just feel like it's my fault, u know? forgot to buy milk again tho 😩",guilt,medium,spouse,treatment,lung,formal,short,online forum,young adult,True
446,"cant stop thinkin bout it rn. doc says im ""good"" but idk feels like a lie.  lung cancer? at my age??  should be worrying about college apps not this crap.  My phone's almost dead btw. Gotta plug it in.",denial,high,coworker,remission,lung,messy,long,SMS,teen,True
447,"rn gotta head to pharmacy 4 more meds, ugh wish i could go to the beach rn instead  😩😔",acceptance,low,spouse,treatment,ovarian,formal,short,SMS,teen,True
448,"The doctor called it ""colon cancer"" today. My head is spinning. What if I don't catch it in time?",anxiety,medium,neighbor,diagnosis,colon,messy,medium,personal journal,elderly,False
449,"My colleague was only 32. Gone in six months.  I can't stop thinking about how unfair it all is, and I just feel completely hollow inside. Nothing feels real anymore.",sadness,high,coworker,bereavement,pancreatic,formal,medium,online forum,young adult,False
450,"Another round of chemo tomorrow. Great. Just what I wanted to do on a Friday afternoon. This whole thing feels so unbelievably unfair.  I'm 24, for crying out loud!  Guess I'll just curl up with a movie and try not to think about it.",anger,low,neighbor,treatment,breast,messy,long,personal journal,young adult,False
451,"This melanoma came back, but I'm going to fight like hell to beat it again.",hope,medium,neighbor,relapse,melanoma,casual,short,online forum,middle-aged,False
452,"It just feels like this is all my fault. If I hadn't spent so much time in the sun without sunscreen when I was younger, maybe this wouldn't be happening. Now everything's falling apart, and it's because of choices I made years ago. I can barely sleep anymore, I keep seeing those moles in my mind. It's all consuming me.",guilt,high,coworker,treatment,melanoma,formal,long,personal journal,teen,False
453,"The doctor mentioned ""recurrence"" but they always use big words. I'm sure it's just a precaution and everything will be fine after another round of treatment.  We've beaten this before!",denial,low,nurse or carer,relapse,melanoma,casual,medium,personal journal,middle-aged,False
454,"ugh just got the call rn lymphoma... gotta figure out how to tell mom without her freaking, btw did anyone see the game last night?",acceptance,medium,adult child,diagnosis,lymphoma,messy,short,online forum,middle-aged,True
455,"can't sleep rn, chemo's messed me up and i keep thinking about that stupid history test  thx",anxiety,high,neighbor,palliative,lymphoma,messy,short,online forum,teen,True
456,Sometimes I just stare at her sleeping and wish things were different.,sadness,low,parent of a sick child,remission,melanoma,messy,short,online forum,elderly,False
457,"Is this really my life now? Stuck in this damn chair again, needles poking, tubes everywhere. For what? Some measly extra months? I'd rather be out there, fishing with Dad, not wasting away like some lab rat.",anger,medium,adult child,treatment,prostate,messy,medium,personal journal,middle-aged,False
458,"Everything feels so wrong. I don't even recognize myself anymore. How could this happen to me? My whole world is crumbling, and all I can think about is fighting. It has to be possible. I have to beat this, for me, for everyone who believes in me.",hope,high,patient,bereavement,lymphoma,messy,long,online forum,young adult,False
459,"rn thinking about everything that happened this past year... maybe if i'd just been nicer to mom before it all started things would be different rn.  anyone else ever feel like they messed up? my neighbor's dog got a new squeaky toy today, kinda cute.",guilt,low,neighbor,palliative,leukemia,formal,medium,online forum,teen,True
460,"The doctor mentioned melanoma, but I'm sure they're just being extra careful.",denial,medium,parent of a sick child,diagnosis,melanoma,casual,short,SMS,young adult,False
461,My world feels shattered; I can barely get out of bed most days.,acceptance,high,nurse or carer,bereavement,colon,casual,short,online forum,young adult,False
462,"Mom got diagnosed with melanoma today, hope it hasn't spread.",anxiety,low,adult child,diagnosis,melanoma,casual,short,SMS,elderly,False
463,"Even in remission, it feels like the shadow of that lymphoma still lingers over everything.",sadness,medium,nurse or carer,remission,lymphoma,formal,short,personal journal,elderly,False
464,"It's just not fair. I mean rn he was eating oatmeal every day, walking the dog, doing crossword puzzles!  This lymphoma thing came out of nowhere and now he's gone.  I can't even bring myself to clean his workbench - all those tools are just sitting there... How could this happen? It's not right.",anger,high,neighbor,bereavement,lymphoma,formal,long,personal journal,middle-aged,True
465,"leukemia sucks rn but dr said new meds could totally work. gotta stay positive, right? gonna order pizza after this appt  🍕💪",hope,low,adult child,relapse,leukemia,messy,long,SMS,young adult,True
466,"I keep thinking back to all those times I told him to relax, that everything would be fine. If I hadn't pushed him so hard maybe things wouldn't have...turned out this way. I should have just let him rest. It all feels like my fault.",guilt,medium,patient,bereavement,brain,casual,long,online forum,young adult,False
467,They said it was gone. They swore it was all clear. I just...I can't accept that it came back.  It has to be some mistake. It simply cannot be happening again.,denial,high,parent of a sick child,bereavement,brain,formal,medium,online forum,middle-aged,False
468,"We recently had good news - my child's lymphoma is in remission.  It's a relief to finally breathe a little easier and enjoy simple moments together without constant worry clouding our days. Still, it’s hard not to wonder what the future holds. We will continue with follow-up appointments as recommended, but for now, we are choosing to focus on making the most of each day.",acceptance,low,parent of a sick child,remission,lymphoma,formal,long,online forum,middle-aged,False
469,These damn hormone shots are making me feel so shaky I can barely hold my coffee.,anxiety,medium,close friend,treatment,prostate,messy,short,SMS,middle-aged,False
470,This can't be real. Pancreatic cancer? Me? I'm only 25! What am I supposed to do now?  My whole life is just gone. I don't even know how to breathe anymore.  Everything feels so heavy.,sadness,high,patient,diagnosis,pancreatic,casual,long,SMS,young adult,False
471,"This lymphoma just keeps coming back.  Every time I think I'm done with it, BAM! Back again. Is this some kind of joke?",anger,low,neighbor,relapse,lymphoma,messy,medium,online forum,elderly,False
472,"Every day is a battle won, and we're taking back what's ours.",hope,medium,parent of a sick child,treatment,ovarian,formal,short,SMS,teen,False
473,If only I hadn't insisted on that last camping trip... maybe if we'd stayed home this wouldn't be happening. I can't even think straight anymore.,guilt,high,spouse,diagnosis,lymphoma,formal,medium,online forum,teen,False
474,"Yeah, so they say he's good now.  Back to normal life and everything. It's kind of weird, actually. Like nothing really happened.",denial,low,spouse,remission,brain,messy,medium,personal journal,teen,False
475,"Gotta call the plumber rn, this drain's been acting up for weeks.  Just trying to make sure things are in order before... yeah.",acceptance,medium,adult child,palliative,pancreatic,formal,short,online forum,middle-aged,True
476,"The doctor just called it a ""recurrence"". Recurrence! Like it's some minor inconvenience instead of the whole world crashing down again.  How are we supposed to do this? How am I supposed to keep going when every breath feels like someone is sitting on my chest, squeezing tighter with each one? We were just starting to breathe again, to imagine a future... now it's all snatched away.",anxiety,high,parent of a sick child,relapse,melanoma,messy,long,personal journal,middle-aged,False
477,"Chemo today was rough, really wiped me out. The doc says I'm responding well, but rn all I can think about is missing our golf game this weekend.  Guess I'll have to catch up on my reading instead.",sadness,low,close friend,treatment,lung,formal,medium,personal journal,elderly,True
478,This whole thing is just so unfair! Rn I'm supposed to be helping plan Mr. Henderson's 80th bday party but all I can think about is that damn scan and what it means. I guess I should call the oncology clinic tomorrow but honestly right now I just want to scream.,anger,medium,nurse or carer,diagnosis,pancreatic,formal,medium,personal journal,elderly,True
479,"This damn chemo is brutal, I swear some days I can barely get out of bed. But I keep picturing my grandkids' faces and that gives me the strength to fight. I have to be there for them, I will make it through this.",hope,high,patient,treatment,colon,messy,medium,online forum,elderly,False
480,"Ugh, they said it came back. I guess all those healthy smoothies and walks weren't enough. Maybe if I had pushed her to eat more kale...?  She needs me to be strong though, right? So I gotta keep going.",guilt,low,close friend,relapse,ovarian,casual,long,SMS,teen,False
481,"Doc said it's lymphoma, but honestly rn I think he's got me mixed up with someone else.  My cat Fluffy's been acting strange lately, maybe that's what's thrown him off?  Anyway, gotta go walk her before it gets too hot.",denial,medium,coworker,treatment,lymphoma,casual,medium,online forum,elderly,True
482,"everything just feels so pointless rn, my bones ache constantly and i can barely get out of bed... i guess u just gotta keep going even tho its all gonna end anyway.  lost my keys again today.",acceptance,high,neighbor,relapse,leukemia,formal,medium,personal journal,teen,True
483,"They said it's lymphoma.  Lymphoma? I don't even know what that is. I need to figure out what this means, like, what happens now?",anxiety,low,spouse,diagnosis,lymphoma,messy,medium,personal journal,young adult,False
484,"Ugh, chemo's barely touching this thing anymore. Doc says it's time to focus on making me comfortable.  Guess that means saying goodbye sooner than I hoped. Just sucks knowing there are still so many things I wanted to do.",sadness,medium,coworker,palliative,pancreatic,messy,long,SMS,young adult,False
485,"Seriously?!?! It's BACK. AGAIN.  How is this even possible?  I just cleaned out the pantry, who even HAS time for this crap rn???  It's like it's mocking us, spitting in our face after all we've been through. We deserve a BREAK, dammit!",anger,high,spouse,relapse,breast,messy,long,personal journal,young adult,True
486,"I know this is tough, but I'm determined to get through treatment and back to normal.",hope,low,neighbor,treatment,colon,formal,short,online forum,teen,False
487,"ugh this chemo is KILLING me rn, and it's all my fault for not eating enough veggies when i was little. anyway, gotta go, mom's calling about my history paper due tomorrow.",guilt,medium,coworker,treatment,colon,messy,medium,SMS,teen,True
488,"They said it's back, they say there's more spots now.  But I just got those blood tests done last month, everything was fine! They must be wrong. I feel okay.",denial,high,support-group member,relapse,melanoma,casual,medium,personal journal,elderly,False
489,"Been thinking a lot lately.  Sometimes it's hard to wrap my head around everything.  But I guess this is just life now. Gotta figure out how to make the best of it, you know?",acceptance,low,patient,bereavement,brain,messy,long,SMS,teen,False
490,"Mom says I should focus on happy thoughts, but all I can picture is what happens next.",anxiety,medium,adult child,palliative,brain,messy,short,online forum,teen,False
491,"Some days the sun shines, and I try to believe it'll last. But then that awful memory comes back, of the doctor's face, and everything feels cold and empty again. How am I supposed to live like this?",sadness,high,support-group member,remission,pancreatic,casual,medium,personal journal,elderly,False
492,rn found out it's colon cancer. Seriously?  Just when I finally got my tomato plants to produce!  Guess all that talk about healthy eating was for nothin'.,anger,low,neighbor,diagnosis,colon,casual,medium,online forum,elderly,True
493,"It's been a hard few weeks since he passed.  The doctors said they did everything they could. I know that. Still, sometimes I wish there had been more time, another treatment, anything. But then I think about the strength he showed, how he never gave up even when things were difficult. That gives me courage to keep going, to believe in better days ahead.",hope,medium,nurse or carer,bereavement,prostate,formal,long,SMS,middle-aged,False
494,"It's finally over.  Remission. They say I'm ""cured."" But it feels like my fault everyone was so scared for so long. What if I did something to make this happen?",guilt,high,patient,remission,leukemia,casual,medium,SMS,teen,False
495,"The doctor was talking about some stuff but honestly I think Liam just needs more time to get better. He's so strong he always bounces back, right?",denial,low,parent of a sick child,treatment,leukemia,messy,medium,SMS,middle-aged,False
496,"The chemotherapy is tiring, but I suppose it's necessary. We are making adjustments to our routine, and I find a strange comfort in the rhythm of appointments and treatments.  There are days when everything feels heavier, but I persist for him.",acceptance,medium,spouse,treatment,ovarian,formal,medium,personal journal,elderly,False
497,Melanoma...cant stop shaking rn. forgot to pick up milk  😩😭,anxiety,high,nurse or carer,diagnosis,melanoma,formal,short,SMS,elderly,True
498,"Wish my puppy would stop chewing on everything rn, it's hard to focus on anything else.",sadness,low,support-group member,palliative,breast,formal,short,online forum,teen,True
499,This lymphoma crap is just not fair!,anger,medium,neighbor,diagnosis,lymphoma,messy,short,SMS,middle-aged,False
500,"The scans are back, and I can barely breathe thinking about what this means for my kids, but dammit, I will fight for every single breath they have left with me.",hope,high,support-group member,relapse,lung,messy,short,online forum,middle-aged,False
501,ugh this chemo is brutal rn.  Maybe I shouldn't have waited so long to see the dr. forgot to pick up milk again 🤦‍♀️  gotta keep fighting tho.,guilt,low,neighbor,treatment,ovarian,messy,long,SMS,middle-aged,True
502,"He's gotta be fine rn, right? Pizza place by my house closed, so random.",denial,medium,close friend,bereavement,lung,casual,short,SMS,teen,True
503,My boy deserves better than this godforsaken disease.,acceptance,high,parent of a sick child,treatment,prostate,messy,short,SMS,elderly,False
504,This stupid tumor came back and rn I just wanna eat pizza and forget everything. 🍕😩,anxiety,low,patient,relapse,colon,messy,short,personal journal,teen,True
505,Thinking of you today.  It just doesn't seem fair that he had to go through all that with his leukemia.  Wish things were different.,sadness,medium,close friend,bereavement,leukemia,casual,medium,SMS,elderly,False
506,"stupid melanoma, why rn?!  I was just starting to have fun this summer, and now it's all gone again. I can't even deal with this right now. My dog ate my Algebra homework yesterday, too. 😠 😭",anger,high,neighbor,remission,melanoma,messy,medium,personal journal,teen,True
507,"His appetite is actually up today!  Praying he keeps crushing it, gonna ask about those experimental trials they mentioned at the hospital.",hope,low,nurse or carer,palliative,brain,messy,medium,SMS,teen,False
508,"rn he's finally in remission but i keep thinking maybe if i had noticed that cough sooner, things wouldn't have gotten so bad.  Stupid burnt lasagna tonight, too - who burns lasagna?  Guess u can say I'm not winning at this whole life thing rn.",guilt,medium,nurse or carer,remission,lymphoma,casual,medium,personal journal,middle-aged,True
509,"This chemo is just making me so tired all the time.  I keep thinking, if I just push through it a little harder, maybe everything will be back to normal soon. It has to be.",denial,high,support-group member,treatment,breast,messy,medium,personal journal,middle-aged,False
510,Been thinking about everything lately. I miss baking with my grandkids. Guess I'll have to share some recipes instead.,acceptance,low,patient,bereavement,ovarian,casual,medium,SMS,elderly,False
511,"The latest scan results are in, and despite everyone's best efforts, the tumor hasn't shrunk. I knew this was a possibility, but the uncertainty about what comes next weighs heavily on me.  Trying to focus on anything else feels impossible right now.",anxiety,medium,patient,palliative,brain,formal,medium,personal journal,young adult,False
512,I can't stop thinking about his smile. How is this fair? It all happened so fast and now he's just...gone. I don't know what to do with myself anymore.,sadness,high,neighbor,bereavement,lymphoma,messy,medium,online forum,young adult,False
513,"This whole thing is just so unfair. I eat right, exercise, never smoked - why me? I'm stuck in this hospital bed, missing work, can't even go for a walk. It's like my life just stopped.  Maybe if I hadn't gone to that check-up...",anger,low,neighbor,treatment,leukemia,messy,long,online forum,middle-aged,False
514,"This whole thing is scary, but his scans are looking good now and I'm just praying he stays strong through this next phase. We've got to keep pushing forward.",hope,medium,parent of a sick child,remission,prostate,messy,medium,SMS,middle-aged,False
515,"It's all my fault, I shouldn't have let her smoke so much.",guilt,high,close friend,relapse,lung,casual,short,personal journal,teen,False
516,"The doctor said it's spreading, but they always say that.  It'll be fine, we just have to find a way to get him home for a bit.  He loves the garden this time of year.",denial,low,parent of a sick child,palliative,lung,messy,medium,personal journal,middle-aged,False
517,"Been thinkin' a lot lately, gotta say this whole prostate thing sure threw me for a loop.  Remember that time we went to that Red Sox game and Dad caught a foul ball? Good times. Guess chemo's gonna be my new routine for awhile rn.",acceptance,medium,adult child,treatment,prostate,casual,medium,personal journal,elderly,True
518,"I can barely breathe.  They said ""mass"" and ""ovarian"" in the same sentence today. I feel like I'm drowning, and all I can think about is my kids. What if I don't get to see them graduate? Who will walk them down the aisle? My mind won't stop racing.  I just want this nightmare to be over.",anxiety,high,adult child,diagnosis,ovarian,casual,long,online forum,middle-aged,False
519,"The leukemia has returned, and I feel a heavy weight settling in.",sadness,low,patient,relapse,leukemia,formal,short,personal journal,young adult,False
520,They said they were going to zap it with lasers this time.  Zap! Like it's a bug in the backyard.  Twenty years together and now they treat him like a science experiment.   I just want my husband back.,anger,medium,spouse,treatment,brain,casual,long,SMS,elderly,False
521,"The doctors confirmed what I feared today - the cancer is back. It feels like a punch to the gut, honestly. I thought I'd beaten this, but it's returned with a vengeance. Still, I can't give up. This isn't over yet. There have to be other options. I will fight for every breath, every day, until there's nothing left to fight for.",hope,high,neighbor,relapse,breast,formal,long,online forum,middle-aged,False
522,"Been helping my dad with his meds rn, so hard to see him like this. I always thought he ate too much red meat, wish I'd said something sooner maybe it wouldn't be so bad now. My sister bought us a new coffee machine, trying to keep things normal I guess but its hard 2 concentrate. Just feels unfair.",guilt,low,nurse or carer,palliative,prostate,formal,long,online forum,young adult,True
523,"rn its been awhile since the last chemo, and doc says everything looks good! gotta get back to planting those tomatoes, this heat is perfect for them.  I just know i'm gonna be fine.",denial,medium,nurse or carer,remission,colon,formal,medium,personal journal,middle-aged,True
524,"The doctor said it's gone for now, but gone doesn't mean forgotten. It feels like a monster under the bed, always lurking, even though I can't see it anymore.  Will this calm ever come? Will I ever stop flinching at every ache and pain, waiting for it to roar back to life? I just want a few minutes where my mind isn't trapped in this cage of ""what if.",acceptance,high,patient,remission,leukemia,casual,long,personal journal,middle-aged,False
525,"Mom's doc said remission rn but can't stop thinking 'bout it coming back, darn squirrels keep digging in my flowerbeds too  😠",anxiety,low,adult child,remission,ovarian,casual,short,online forum,elderly,True
526,"rn it just feels like everything is slipping away.  We were supposed to go to disney this summer, but now...now i dont know what we're going to do. My little one keeps asking when mommy will be better and all i can say is ""soon"" but i honestly don't know if that's true anymore. It just doesn't seem fair.",sadness,medium,parent of a sick child,bereavement,colon,formal,long,online forum,young adult,True
527,It's back.  AGAIN. After all that crap I went through.  I thought I was DONE with this.  What even is the POINT?   Maybe they should just give up and let me be done with it already.  This isn't fair!,anger,high,patient,relapse,leukemia,messy,long,online forum,teen,False
528,This whole lung thing is weird but I'm gonna fight it. Got this. 💪  Gotta stay strong.,hope,low,patient,diagnosis,lung,casual,medium,SMS,teen,False
529,"I keep replaying everything in my head, wondering if I could have done more to help him. Maybe I should have insisted he see a doctor sooner. I know it wasn't easy for him to talk about, but what if... What if pushing harder would have made a difference?  It feels like a terrible weight on me, this constant thinking of all the things that could have been different.",guilt,medium,neighbor,bereavement,colon,formal,long,personal journal,teen,False
530,It can't be true. They must have made a mistake. There's no way he's gone. He was supposed to be getting better. I don't understand any of this. It feels like a nightmare I can't wake up from.,denial,high,spouse,bereavement,melanoma,casual,long,personal journal,young adult,False
531,We've been talking a lot lately about what matters most to him in this time. Making sure he's comfortable and surrounded by love feels like the best way forward now.,acceptance,low,spouse,palliative,brain,formal,medium,online forum,teen,False
532,"The oncologist spoke of good news today, remission they say. Yet, each smile I force feels brittle, a thin veneer over the constant fear that it might all return.  We must celebrate, but the shadows of doubt remain long.",anxiety,medium,parent of a sick child,remission,melanoma,formal,medium,personal journal,elderly,False
533,"Everything feels so wrong rn. The chemo isn't working anymore and the doc says it's time for hospice. I just wanted to bake a cake with my granddaughter next month...how am i supposed to do that if i can barely get out of bed?  I think I need another tea, this one went cold.",sadness,high,patient,palliative,ovarian,formal,long,SMS,middle-aged,True
534,"They told me it was gone, but rn it's back.  After all I did, all the pain and the needles, and for what? It just came back anyway.  Guess my gardening won't be as fruitful this year, eh? Maybe next time I'll try those tomatoes with the extra fertilizer, they said they grow huge.  Just feels unfair, you know?",anger,low,patient,bereavement,lung,formal,long,personal journal,elderly,True
535,"This whole thing is just so unfair.  My partner was always so careful, never smoked a day in their life. But here we are. Still, I'm clinging to this new trial - it's our last shot. They say it could slow things down, maybe even shrink the tumors a bit. We have to believe in something. We have to keep fighting.",hope,medium,spouse,palliative,lung,messy,long,online forum,middle-aged,False
536,It's all my fault; I should have eaten healthier.,guilt,high,neighbor,remission,leukemia,casual,short,online forum,young adult,False
537,"Hey guys, just wanted to share - got my last scan results back today and everything looks totally clear! The docs are saying I'm officially in remission. Crazy, right? Time to celebrate! Summer is gonna be epic.",denial,low,close friend,remission,lymphoma,casual,long,online forum,teen,False
538,"The biopsy results came back and, yeah, it's colon cancer.  Honestly, I figured something was up with all those digestive issues lately, but part of me hoped it wouldn't be this bad. Still, life throws curveballs, right? Guess I'll start figuring out the next steps. Doctor said there are treatments, so that's a good thing to hold onto.",acceptance,medium,patient,diagnosis,colon,messy,long,online forum,middle-aged,False
539,"cant stop shakin rn, this leukemia is just KILLING me, dog's barkin too much...  need a damn break",anxiety,high,neighbor,palliative,leukemia,messy,short,SMS,middle-aged,True
540,The doctor said it's back.  Guess I need to make some calls and see what the options are this time.,sadness,low,coworker,relapse,ovarian,casual,medium,personal journal,elderly,False
541,"Seriously? Colon cancer? I'm freaking 24 rn. My grandpa had it in his 70s, not me!  Got that stupid internship lined up and now THIS. Ugh, what a freakin joke this whole thing is. Guess I can't even complain about my roommate's laundry anymore, huh?",anger,medium,adult child,diagnosis,colon,messy,long,online forum,young adult,True
542,"The tumor is growing again. I thought this new treatment would work.  I don't even know how to tell my children, it feels impossible to face them knowing I won't see their graduations, their weddings. But I have to keep fighting for as long as I can. I need to find something else that will work.",hope,high,neighbor,palliative,ovarian,formal,long,SMS,middle-aged,False
543,Mom says they found more tumors rn. Maybe if I hadn't been so annoying all those years she wouldn't be going through this. Pizza for dinner? 🍕,guilt,low,adult child,relapse,ovarian,formal,medium,SMS,teen,True
544,"It can't be melanoma.  Melanoma? Me? I'm only twenty-five! They probably just got it mixed up with something else. There's got to be a mistake. I mean, I feel fine.  I'll just go get another opinion and everything will be okay.",denial,medium,nurse or carer,diagnosis,melanoma,messy,long,personal journal,young adult,False
545,"I can't stop shaking. It feels like my insides are trying to climb out. They say it's just a matter of time now. Time for what? To watch him fade away? I keep replaying all the good times, the laughs we shared, wishing there were more.  There should have been more.",acceptance,high,nurse or carer,palliative,melanoma,messy,long,personal journal,teen,False
